가정별,성별,연령,항목,단위,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,년도
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,85 0 89세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31792.0,34821.0,38111.0,40967.0,43798.0,46981.0,51536.0,56685.0,61896.0,67954.0,72981.0,76453.0,79849.0,83433.0,90390.0,96002.0,104270.0,115958.0,128236.0,143004.0,162714.0,184329.0,201240,217654,238467,256289,274135,303962,329987,336056,345016,340707,361388,383895,412447,442065,462419,490387,515690,544103,605934,666085,716999,778371,842304,900876,974713,1002876,1044593,1039451,1042995,1037628,1050129,1052363,1110003,1138850,1179264,1211120,1234632,1232564,1217476,1182513,1153922,1132554,1121030,1151516,1192949,1235057,1254502,1246566,1203605,1163470,1119392,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,90 0 94세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7115.0,7634.0,8266.0,8674.0,9341.0,10493.0,11788.0,13145.0,14740.0,16099.0,17855.0,19834.0,22157.0,25415.0,27414.0,28260.0,29319.0,30906.0,32865.0,37779.0,41611.0,45872.0,50323,54970,61639,71431,81638,91409,100949,111848,120909,130095,145902,159341,162045,166625,164251,177991,192193,207624,223631,232557,249743,265118,281713,318188,350585,379735,414161,449384,484911,527776,542548,567500,563982,569653,572077,581574,587845,624271,644078,670882,690661,705404,707685,700153,682386,668997,661147,660065,684538,713730,741977,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,95 0 99세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.0,1026.0,1092.0,1205.0,1287.0,1411.0,1607.0,1784.0,1908.0,2178.0,2615.0,2917.0,3268.0,3632.0,4108.0,4790.0,5352.0,6289.0,7505.0,7776.0,7927.0,8158.0,8291,8601,9811,10842,11940,13732,15666,17961,21013,24117,27126,30049,33511,36407,39397,44812,49214,49773,51227,50301,56175,61825,67068,72528,74720,81619,87561,93697,107705,118733,129354,141740,154204,168191,184306,188666,198254,196173,199849,203001,207349,211709,226966,235514,246956,254725,260581,262847,260265,254523,250925,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,100세 이상,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,97.0,119.0,137.0,144.0,168.0,178.0,190.0,206.0,237.0,269.0,299.0,329.0,354.0,398.0,444.0,476.0,542.0,598.0,790.0,861.0,1039.0,1139,1209,1153,1102,1064,1165,1321,1543,1689,1850,2157,2489,2889,3402,3910,4422,4920,5536,6058,6606,7635,8424,8474,8759,8608,10002,11199,12102,13087,13292,14893,16179,17421,20366,22331,24494,26953,29393,32549,35901,36592,38785,38359,39721,41059,42095,43535,46921,48935,51623,53284,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,계,추계인구,0.0,12461683.0,12829090.0,13192047.0,13553627.0,13902205.0,14251843.0,14605710.0,14925590.0,15262204.0,15603301.0,15932220.0,16233820.0,16549968.0,16868272.0,17178043.0,17514897.0,17790020.0,18062379.0,18331931.0,18604875.0,18888039.0,19187568.0,19488960.0,19781283.0,20030781.0,20230144.0,20441677.0,20661710.0,20876021.0,21091649.0,21301102.0,21511790.0,21734307.0,21952074.0,22169044.0,22387662.0,22600169.0,22805488.0,22990776.0,23158840.0,23341342.0,23515193.0,23653359.0,23771458.0,23871779.0,23941327.0,24068731.0,24192448.0,24383060.0,24533494.0,24672998.0,24866771.0,25012473.0,25143574.0,25301582.0,25429053.0,25546854.0,25625118.0,25727369.0,25816116.0,25910542.0,25898598.0,25853883,25852731,25874289,25846661,25814069,25781367,25748028,25713793,25678440,25641290,25601388,25558277,25511168,25459331,25402334,25340209,25271020,25192387,25104567,25007260,24900431,24784126,24657912,24521212,24373323,24213904,24042475,23858969,23663658,23457140,23239202,23009312,22768888,22519827,22263736,22001267,21733154,21461503,21187773,20912876,20637676,20363136,20090369,19819930,19551991,19286990,19025249,18766724,18511667,18260527,18013264,12461683.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,0 0 4세,추계인구,0.0,2207268.0,2276565.0,2323482.0,2338441.0,2310458.0,2269201.0,2243390.0,2219142.0,2202652.0,2198556.0,2185784.0,2207043.0,2228379.0,2236381.0,2233746.0,2167499.0,2102367.0,2032844.0,1984224.0,1943823.0,1946316.0,1965926.0,1982810.0,1983512.0,1928889.0,1850484.0,1756018.0,1662889.0,1589371.0,1554953.0,1516056.0,1526977.0,1555810.0,1590381.0,1624254.0,1651828.0,1663666.0,1651248.0,1623310.0,1582587.0,1543635.0,1503900.0,1432527.0,1354562.0,1290396.0,1209243.0,1132710.0,1106072.0,1110359.0,1098912.0,1098975.0,1121917.0,1130292.0,1121025.0,1115412.0,1114488.0,1091563.0,1048855.0,993553.0,940411.0,865365.0,788033.0,727814,676677,632988,595836,568470,553321,550381,559346,577900,599766,619015,635313,648527,658780,666430,672019,674037,671212,664565,654915,642842,630792,620717,612000,603899,595625,586434,575728,563121,548484,531955,513905,494901,475623,456804,439147,423264,409633,398565,390186,384444,381127,379902,380338,381960,384285,386861,389296,391270,392558,393012,2207268.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,5 0 9세,추계인구,0.0,1617090.0,1736162.0,1846082.0,1975048.0,2097314.0,2189802.0,2258024.0,2305798.0,2319092.0,2285579.0,2228980.0,2173132.0,2140397.0,2123629.0,2133086.0,2158996.0,2183011.0,2215771.0,2217987.0,2200879.0,2143991.0,2087082.0,2014610.0,1960725.0,1930173.0,1920797.0,1943319.0,1973804.0,1986263.0,1943648.0,1852140.0,1752238.0,1650813.0,1569336.0,1520622.0,1502462.0,1498797.0,1533243.0,1574956.0,1616434.0,1644256.0,1651084.0,1636050.0,1608093.0,1568853.0,1534686.0,1494147.0,1420331.0,1340216.0,1277896.0,1197359.0,1121978.0,1096153.0,1100229.0,1088920.0,1089368.0,1113571.0,1120380.0,1112018.0,1107062.0,1109604.0,1088040.0,1044863,988475,933128,860959,784818,723809,674037,630268,593529,566469,551488,548596,557502,575909,597585,616647,632787,645873,656028,663605,669141,671138,668341,661761,652204,640243,628310,618339,609712,601695,593505,584405,573806,561321,546826,530455,512582,493761,474673,456037,438556,422830,409335,398379,390086,384404,381125,379915,380352,381961,384266,1617090.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,10 0 14세,추계인구,0.0,1287335.0,1332220.0,1369542.0,1401890.0,1480024.0,1602738.0,1721844.0,1830214.0,1959385.0,2085023.0,2181361.0,2223105.0,2274496.0,2280415.0,2248711.0,2210608.0,2171562.0,2136224.0,2112864.0,2121796.0,2152817.0,2189989.0,2227852.0,2238445.0,2221479.0,2174920.0,2104741.0,2029553.0,1958843.0,1917603.0,1897852.0,1922314.0,1951674.0,1959321.0,1922959.0,1845673.0,1756467.0,1645640.0,1559495.0,1501670.0,1478713.0,1485477.0,1517638.0,1557566.0,1595626.0,1620883.0,1630271.0,1613410.0,1588438.0,1554630.0,1526961.0,1489332.0,1418881.0,1339075.0,1276349.0,1193740.0,1118166.0,1090502.0,1094811.0,1084319.0,1089908.0,1114575.0,1122176,1112763,1106168,1106767,1083494,1042650,986856,931476,859681,783922,723247,673742,630207,593671,566765,551866,548983,557844,576170,597749,616717,632780,645804,655908,663449,668958,670943,668163,661621,652118,640215,628341,618423,609844,601869,593719,584666,574122,561700,547280,530992,513211,494485,475494,456953,439559,423912,410486,399585,391334,385683,1287335.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,15 0 19세,추계인구,0.0,1169586.0,1145417.0,1150735.0,1189724.0,1229662.0,1271430.0,1316598.0,1354475.0,1386459.0,1460520.0,1581139.0,1690605.0,1797182.0,1913894.0,2017314.0,2094258.0,2153668.0,2195834.0,2219836.0,2209512.0,2175712.0,2125736.0,2088285.0,2077982.0,2098219.0,2135464.0,2173491.0,2207280.0,2223167.0,2209053.0,2152632.0,2081699.0,2004038.0,1934137.0,1891953.0,1886759.0,1922711.0,1960903.0,1972151.0,1936599.0,1855411.0,1739011.0,1625789.0,1536701.0,1478831.0,1458955.0,1465976.0,1500646.0,1541647.0,1580489.0,1607415.0,1625599.0,1614091.0,1593281.0,1561263.0,1537550.0,1499457.0,1427984.0,1349367.0,1288144.0,1210892.0,1129458.0,1104293,1112684,1101072,1099151,1121555,1129388,1119803,1113135,1113771,1090518,1049847,994307,939247,867744,792369,732108,682939,639677,603381,576666,561904,559102,567988,586280,607772,626632,642602,655549,665593,673083,678556,680519,677735,671213,661747,649896,638086,628232,619708,611782,603677,594669,584176,571812,557458,541248,523554,504921,486026,467583,450284,1169586.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,20 0 24세,추계인구,0.0,1151342.0,1175745.0,1192695.0,1187173.0,1174094.0,1151445.0,1128542.0,1134440.0,1173580.0,1214175.0,1254177.0,1291625.0,1332263.0,1358803.0,1406296.0,1503991.0,1625176.0,1730467.0,1840020.0,1943918.0,2015317.0,2083708.0,2134522.0,2149399.0,2128638.0,2089009.0,2066122.0,2046142.0,2032746.0,2047375.0,2104873.0,2147005.0,2184965.0,2199686.0,2180962.0,2132031.0,2053328.0,1966071.0,1903816.0,1861266.0,1864530.0,1907265.0,1945084.0,1957691.0,1914220.0,1819759.0,1712887.0,1607722.0,1531096.0,1494654.0,1484342.0,1497451.0,1534260.0,1576405.0,1613309.0,1634084.0,1656631.0,1647591.0,1637892.0,1616028.0,1612791.0,1566923.0,1484776,1405228,1352417,1269821,1191297,1162838,1162442,1145942,1143986,1166426,1174137,1164490,1157818,1158747,1135941,1095789,1041156,987299,917206,843194,784048,735775,693269,657639,631487,617081,614332,623013,640956,662071,680597,696284,709004,718876,726244,731630,733548,730794,724401,715135,703512,691915,682237,673865,666078,658116,649263,638951,626805,612704,596782,1151342.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,25 0 29세,추계인구,0.0,972537.0,1010896.0,1051348.0,1090826.0,1114300.0,1132998.0,1155506.0,1170449.0,1164303.0,1151340.0,1128863.0,1104590.0,1115073.0,1155037.0,1200895.0,1245439.0,1271119.0,1293901.0,1319532.0,1377009.0,1488420.0,1607206.0,1709435.0,1820376.0,1924720.0,2004949.0,2065715.0,2106788.0,2130915.0,2127003.0,2104134.0,2074617.0,2051475.0,2044119.0,2059594.0,2090548.0,2122321.0,2166011.0,2179897.0,2166175.0,2120755.0,2045556.0,1965788.0,1904500.0,1861144.0,1862130.0,1902550.0,1945164.0,1959552.0,1929488.0,1844351.0,1755305.0,1655989.0,1580535.0,1544633.0,1539051.0,1540583.0,1576396.0,1625029.0,1663507.0,1695619.0,1712828.0,1695058,1679660,1655044,1634824,1600140,1530888,1453148,1393330,1310402,1231580,1202779,1202312,1186147,1184332,1206636,1214480,1205053,1198465,1199212,1176252,1136017,1081056,1026599,955863,881260,821605,772930,730099,694168,667733,653140,650378,659186,677316,698626,717332,733176,746026,756000,763447,768890,770852,768108,761661,752297,740571,728881,719124,710684,702837,694814,972537.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,30 0 34세,추계인구,0.0,817952.0,844596.0,874853.0,900861.0,927427.0,961857.0,1001834.0,1038291.0,1071601.0,1091533.0,1107757.0,1120701.0,1139037.0,1134064.0,1122787.0,1108634.0,1096220.0,1108456.0,1140313.0,1175924.0,1205098.0,1241977.0,1283330.0,1327562.0,1396598.0,1462611.0,1617868.0,1718664.0,1835282.0,1942221.0,2011119.0,2071235.0,2113010.0,2129033.0,2118539.0,2092150.0,2070461.0,2039837.0,2013992.0,2031533.0,2071079.0,2119019.0,2166319.0,2187307.0,2171339.0,2120294.0,2045655.0,1969823.0,1909544.0,1864224.0,1877257.0,1917946.0,1963703.0,1975213.0,1948719.0,1856510.0,1765495.0,1666377.0,1595783.0,1563225.0,1562091.0,1561344.0,1593655,1640746,1677571,1700142,1720458,1708959,1691835,1662224,1642320,1607878,1538807,1461190,1401442,1318577,1239807,1211034,1210606,1194501,1192734,1215085,1222983,1213616,1207067,1207843,1184912,1144685,1089717,1035230,964456,889809,830107,781393,738532,702576,676123,661524,658771,667600,685761,707107,725848,741724,754600,764597,772061,777521,779496,776759,770313,760949,749214,817952.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,35 0 39세,추계인구,0.0,687439.0,701573.0,713916.0,730953.0,762919.0,789027.0,817072.0,852822.0,884874.0,912899.0,946541.0,976799.0,1008968.0,1041692.0,1065566.0,1085681.0,1106066.0,1126875.0,1133578.0,1125482.0,1110719.0,1098311.0,1105974.0,1137114.0,1180667.0,1237597.0,1222938.0,1264675.0,1296670.0,1352324.0,1479545.0,1594562.0,1701514.0,1811408.0,1915369.0,1996138.0,2055375.0,2114453.0,2147046.0,2125831.0,2092507.0,2062407.0,2033933.0,2012361.0,2049533.0,2082502.0,2133591.0,2175204.0,2200297.0,2177509.0,2134326.0,2060239.0,1986641.0,1920853.0,1871522.0,1887544.0,1920219.0,1964371.0,1981010.0,1955867.0,1867239.0,1775602.0,1673805,1599400,1565915,1561026,1563003,1599017,1641430,1673441,1696247,1716741,1705462,1688540,1659105,1639342,1605069,1536190,1458746,1399160,1316516,1237964,1209327,1209005,1193006,1191282,1213641,1221582,1212277,1205758,1206547,1183671,1143510,1088602,1034171,963486,888954,829354,780725,737934,702035,675628,661075,658362,667214,685381,706723,725459,741332,754206,764204,771672,777137,687439.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,40 0 44세,추계인구,0.0,554509.0,568659.0,588586.0,617814.0,643495.0,666120.0,679581.0,691904.0,709845.0,744040.0,771329.0,800106.0,831324.0,860784.0,891805.0,932497.0,964647.0,992748.0,1021777.0,1049028.0,1067679.0,1088526.0,1110551.0,1116252.0,1107894.0,1096983.0,1094033.0,1106082.0,1135674.0,1177254.0,1208951.0,1243808.0,1275865.0,1310383.0,1369828.0,1467844.0,1575793.0,1662595.0,1772055.0,1895918.0,1975280.0,2041639.0,2102133.0,2140853.0,2119774.0,2083152.0,2044892.0,2026553.0,2017430.0,2079435.0,2113987.0,2168151.0,2204694.0,2222650.0,2193282.0,2149420.0,2069252.0,1995148.0,1930092.0,1877437.0,1892398.0,1923936.0,1967944,1979185,1954043,1865133,1777225,1679979,1603289,1566465,1561857,1564060,1600168,1642640,1674745,1697670,1718290,1707187,1690417,1661158,1641558,1607454,1538801,1461601,1402203,1319757,1241351,1212766,1212467,1196515,1194837,1217225,1225210,1215951,1209476,1210330,1187539,1147465,1092665,1038341,967767,893311,833756,785162,742407,706539,680156,665612,662894,671733,689891,711238,729985,554509.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,45 0 49세,추계인구,0.0,494732.0,505185.0,513639.0,517548.0,519811.0,531137.0,546425.0,567781.0,599069.0,624409.0,647637.0,662659.0,672662.0,690850.0,717636.0,748393.0,777891.0,808496.0,835910.0,862564.0,896421.0,932094.0,962786.0,994652.0,1022682.0,1045518.0,1067449.0,1088249.0,1097349.0,1092071.0,1066369.0,1060037.0,1072672.0,1106197.0,1150796.0,1192966.0,1211896.0,1252000.0,1282892.0,1332659.0,1438321.0,1562163.0,1648190.0,1756981.0,1877912.0,1957973.0,2050067.0,2105846.0,2158522.0,2136420.0,2104888.0,2057463.0,2048855.0,2035425.0,2125961.0,2154449.0,2200173.0,2228237.0,2244349.0,2206645.0,2159864.0,2075715.0,2000130,1931529,1880851,1896876,1931068,1978902,1992154,1964845,1876481,1788912,1691938,1615403,1578676,1574166,1576510,1612714,1655334,1687636,1710766,1731579,1720689,1704067,1674947,1655445,1621443,1552874,1475696,1416276,1333822,1255345,1226669,1226359,1210447,1208799,1231254,1239342,1230158,1223734,1224650,1201915,1161840,1107006,1052616,981958,907365,847664,798954,756103,720153,693704,679113,494732.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,50 0 54세,추계인구,0.0,436622.0,443509.0,454209.0,459774.0,460922.0,465379.0,477328.0,488305.0,491684.0,495429.0,512915.0,526610.0,543264.0,571706.0,599436.0,622471.0,640519.0,657383.0,674345.0,694651.0,717786.0,746556.0,777972.0,807529.0,839392.0,872627.0,908413.0,941455.0,970137.0,997147.0,1020272.0,1041324.0,1061757.0,1067472.0,1058177.0,1045311.0,1034625.0,1042467.0,1074104.0,1120450.0,1171759.0,1202721.0,1244370.0,1276020.0,1322985.0,1425679.0,1551725.0,1638383.0,1753805.0,1874127.0,1961827.0,2078358.0,2127006.0,2174567.0,2153964.0,2123620.0,2058038.0,2056212.0,2046854.0,2138136.0,2160734.0,2204543.0,2231491,2244211,2207260,2159961,2078372,2006066,1939333,1886820,1903214,1937795,1985959,1999599,1972641,1884653,1797323,1700607,1624252,1587656,1583292,1585834,1622222,1665084,1697637,1720986,1741987,1731307,1714822,1685815,1666394,1632498,1563988,1486776,1427293,1344821,1266280,1237539,1237271,1221456,1219857,1242388,1250597,1241495,1235106,1236060,1213367,1173272,1118363,1063855,993061,918300,858430,436622.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,55 0 59세,추계인구,0.0,339582.0,338083.0,342370.0,360342.0,384049.0,398644.0,407861.0,419782.0,429795.0,435448.0,443264.0,457981.0,458865.0,461059.0,469290.0,484062.0,499087.0,520229.0,549123.0,579312.0,602630.0,615134.0,628849.0,646509.0,668597.0,693961.0,720283.0,750876.0,784223.0,817967.0,850304.0,885534.0,916315.0,946810.0,974738.0,995816.0,1014089.0,1041013.0,1048696.0,1036565.0,1025233.0,1018848.0,1028871.0,1057727.0,1101585.0,1148617.0,1188503.0,1228668.0,1267806.0,1314068.0,1420113.0,1546118.0,1633180.0,1737360.0,1857434.0,1951809.0,2080676.0,2123676.0,2176334.0,2148244.0,2115505.0,2045289.0,2045845,2036303,2128595,2149934,2195822,2223924,2236965,2198286,2151795,2071090,1999482,1933414,1881480,1898159,1933020,1981408,1995378,1968801,1881330,1794419,1698158,1622160,1585808,1581634,1584392,1620929,1663966,1696709,1720240,1741418,1730968,1714656,1685806,1666511,1632780,1564428,1487311,1427885,1345509,1267013,1238274,1238068,1222357,1220812,1243408,1251732,1242732,1236393,1237395,1214772,1174702,339582.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,60 0 64세,추계인구,0.0,288034.0,296408.0,296126.0,287995.0,284472.0,294344.0,297123.0,304716.0,322400.0,347400.0,359282.0,372700.0,375932.0,380591.0,380855.0,388218.0,407984.0,424128.0,433835.0,441973.0,453668.0,468221.0,488143.0,513822.0,540057.0,561022.0,578822.0,595683.0,614469.0,635925.0,663628.0,690840.0,721916.0,751807.0,781897.0,817825.0,867689.0,895248.0,924350.0,950969.0,964753.0,984412.0,1013969.0,1030288.0,1023359.0,1017483.0,1003285.0,1012370.0,1038323.0,1081239.0,1128921.0,1176122.0,1213715.0,1247802.0,1297261.0,1404900.0,1528218.0,1615386.0,1720944.0,1840431.0,1937587.0,2065374.0,2105499,2156283,2128317,2093298,2027038,2028198,2017734,2107184,2129324,2175663,2204292,2217922,2180177,2134467,2054718,1983906,1918616,1867383,1884408,1919578,1968213,1982582,1956486,1869688,1783343,1687662,1612111,1576055,1572099,1575104,1611795,1654985,1687902,1711618,1732980,1722806,1706737,1678132,1659031,1625520,1557398,1480462,1421160,1338966,1260608,1231927,1231803,1216219,1214745,1237413,1245855,288034.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,65 0 69세,추계인구,0.0,204014.0,202677.0,212423.0,227507.0,229700.0,229683.0,241305.0,246217.0,242646.0,242669.0,249885.0,270583.0,266636.0,278686.0,297437.0,312711.0,323160.0,334081.0,344354.0,351474.0,360503.0,369561.0,378995.0,386867.0,395836.0,408737.0,425134.0,445959.0,470051.0,498989.0,525383.0,539617.0,554235.0,572296.0,596180.0,623249.0,650596.0,686812.0,717748.0,746670.0,786126.0,823763.0,851230.0,880881.0,909221.0,925569.0,946202.0,981983.0,1011081.0,1008828.0,1007312.0,982408.0,991450.0,1006436.0,1047495.0,1095999.0,1150604.0,1187813.0,1224345.0,1271411.0,1382094.0,1500680.0,1585781,1689360,1808456,1901240,2029453,2069927,2120242,2091831,2058363,1994142,1996155,1986894,2076228,2099081,2145747,2174793,2188982,2152400,2107720,2029298,1959623,1895464,1845261,1862774,1898289,1947110,1961830,1936219,1850286,1764781,1670022,1595203,1559623,1555970,1559289,1596162,1639513,1672620,1696528,1718069,1708222,1692463,1664174,1645338,1612151,1544400,1467807,1408763,1326905,1248858,1220341,204014.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,70 0 74세,추계인구,0.0,129687.0,139524.0,140591.0,137508.0,143992.0,148942.0,158980.0,150465.0,153739.0,161327.0,172559.0,184812.0,188283.0,193449.0,193268.0,213140.0,217260.0,223699.0,235418.0,251294.0,263595.0,272834.0,284084.0,293362.0,301002.0,309324.0,316059.0,326889.0,338528.0,348366.0,364560.0,376332.0,394923.0,420774.0,447930.0,469728.0,482888.0,499887.0,518663.0,543965.0,568802.0,592322.0,626942.0,655781.0,683079.0,720174.0,760361.0,790845.0,821775.0,854731.0,875369.0,897257.0,940767.0,979241.0,980699.0,983369.0,948477.0,956466.0,969497.0,1009612.0,1061419.0,1115186.0,1152098,1189249,1235014,1341351,1458458,1542767,1644452,1760576,1852958,1979757,2020405,2070817,2043894,2012519,1951180,1954218,1946576,2035437,2059189,2106240,2135753,2150680,2115843,2072646,1996227,1928274,1865856,1817255,1835485,1871460,1920484,1935627,1910695,1826170,1742105,1648957,1575471,1540767,1537616,1541405,1578483,1621948,1655224,1679337,1701102,1691794,1676582,1648852,1630492,1597890,1530852,129687.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,75 0 79세,추계인구,0.0,65864.0,69374.0,76638.0,83105.0,90222.0,96288.0,99349.0,94426.0,91603.0,90138.0,93589.0,102268.0,105489.0,111763.0,119401.0,136655.0,144367.0,149380.0,150410.0,150575.0,154013.0,159218.0,170294.0,180815.0,192239.0,204739.0,211828.0,218764.0,225494.0,233635.0,260764.0,270466.0,279000.0,283042.0,287313.0,296749.0,312749.0,327656.0,347431.0,371995.0,392664.0,405729.0,421671.0,437251.0,461135.0,486198.0,510663.0,543047.0,571925.0,600927.0,638739.0,679260.0,712482.0,743323.0,779558.0,804154.0,826652.0,873516.0,915243.0,917522.0,922655.0,891575.0,899933,914385,954783,1003597,1054535,1091981,1129185,1173892,1277606,1390287,1472618,1571357,1683664,1774829,1898443,1938399,1988081,1962953,1935007,1878854,1883490,1878605,1966208,1991054,2038201,2067857,2083446,2051410,2010599,1937872,1873164,1814059,1768514,1787964,1824419,1873273,1888742,1864758,1782870,1701600,1611740,1541079,1508201,1506020,1510719,1548132,1591661,1625065,1649354,1671327,1662994,65864.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,80세이상,추계인구,0.0,38090.0,42497.0,44812.0,47118.0,49344.0,52808.0,54948.0,56363.0,59477.0,62816.0,67158.0,68501.0,71718.0,75469.0,80514.0,101644.0,105916.0,111863.0,118405.0,125661.0,133354.0,135489.0,140468.0,146360.0,153699.0,161402.0,169444.0,177958.0,186839.0,196115.0,222520.0,233185.0,244325.0,255872.0,267933.0,280585.0,306718.0,320404.0,330174.0,337554.0,347518.0,369877.0,392855.0,416895.0,442787.0,468030.0,495246.0,526381.0,561244.0,605917.0,650856.0,691867.0,740314.0,790154.0,845801.0,908998.0,979079.0,1046208.0,1110248.0,1188115.0,1264777.0,1339497.0,1418722,1496593,1552667,1606745,1628863,1708753,1784742,1854732,1929006,1976284,2065589,2151741,2239668,2386685,2516501,2656844,2809077,2974932,3175485,3388574,3530503,3690619,3790728,3918652,4029466,4128714,4234736,4370836,4473722,4582773,4665317,4741869,4803374,4827389,4829897,4818238,4810468,4805708,4831102,4855053,4880372,4880763,4849067,4793373,4739499,4681294,4620029,4566083,4520432,4485427,4479800,38090.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),여자,80 0 84세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214202.0,227037.0,239537.0,256483.0,275992.0,291845.0,304066.0,319301.0,334776.0,360838.0,387547.0,410686.0,438974.0,465166.0,491882.0,526920.0,567927.0,601756.0,631903.0,668672.0,696308.0,719722.0,762492,800915,804085,807688,781117,794818,812319,850337,895954,940434,977216,1013554,1056285,1154047,1257024,1334104,1425626,1529117,1616782,1733031,1770462,1817624,1795102,1773051,1726271,1733008,1732635,1816304,1842292,1888857,1918128,1934424,1907654,1871130,1805406,1746757,1694218,1654930,1676546,1713311,1761014,1776650,1754371,1678291,1603435,1521195,1456984,1428091,1427757,1434155,1471905,0.0
